,id,frequency,recency,T,monetary_value,groupFrequency,groupRecency,groupMonetary,rankingClients,type,description,howToManage,ExpectedFrequency,ExpectedMonetary,LTV
472,4797,2.0,27.0,76.0,97.57499999999999,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.06803997228059239,100.2321303339549,4.515957546370537
473,4805,9.0,73.0,76.0,28.06222222222222,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.5392948849017701,28.534494130573744,10.190024785135087
475,4819,4.0,57.0,75.0,11.56,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.2232267098789657,12.563368911451608,1.8570817943609024
477,4836,7.0,71.0,75.0,21.56714285714286,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.4236468950498416,22.16083972776527,6.216830150350321
479,4854,1.0,2.0,75.0,44.97,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.010442208159432927,49.5319975785633,0.3424971413336801
481,4870,1.0,7.0,75.0,27.33,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.01686942726773591,31.626322165681945,0.35328710858953327
482,4873,2.0,37.0,75.0,68.18,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.08976661483895158,70.61742628638974,4.197642949332266
483,4875,1.0,17.0,75.0,11.77,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.027888988235020066,15.831973558854626,0.29237926940906206
484,4880,1.0,11.0,75.0,27.14,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.021599152942614257,31.433460582436624,0.44958071887818296
485,4890,1.0,27.0,75.0,14.37,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.03637588270049153,18.47113206642217,0.4449239823965876
487,4894,10.0,60.0,75.0,68.65299999999999,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.5336533741438205,69.13829059006896,24.431867189439362
488,4907,4.0,15.0,75.0,19.02,1,0,0,4,Cliente em desenvolvimento,Este grupo de clientes tem comprado com baixa frequência e baixo volume de consumo. Podem ser clientes novos ou pouco engajados.,"Ofereça serviços adicionais, apresente novos produtos ou funcionalidades e incentive o aumento no consumo para estreitar o relacionamento com esses clientes.",0.014795472002917755,20.051143871880406,0.19644760537039674
492,4951,9.0,71.0,75.0,25.633333333333333,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.5435466583959754,26.101594336747862,9.3946937498063
495,4972,1.0,8.0,75.0,58.07,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.01809073284445972,62.82929621284594,0.7526570202428383
496,4979,2.0,43.0,74.0,16.49,0,1,0,2,Cliente de retenção geral,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas com baixo volume de consumo.",Apresente novos produtos ou funcionalidades para despertar o interesse e estimular o consumo desses clientes.,0.10064146880923021,18.541084996420587,1.2356369103331166
497,4982,3.0,49.0,75.0,43.54,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.15589367195075857,45.038441483855436,4.649332455026587
499,5000,3.0,70.0,75.0,42.51,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.1817104842039051,44.00332195607849,5.294734788115029
500,5006,1.0,31.0,75.0,51.5,0,0,1,1,Cliente de retenção crítica,"Este grupo de clientes não tem comprado recentemente, apresenta baixa frequência de compras, mas tem um alto valor médio por compra.","Envie ofertas personalizadas, atualizações de produtos ou serviços, e promoções via SMS, e-mail ou telefone para evitar a perda desses clientes valiosos.",0.03917693394591011,56.16034567641564,1.456930980177395
501,5008,1.0,38.0,75.0,19.97,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.043418194618266265,24.15547346733689,0.6944901284748374
502,5010,6.0,43.0,75.0,18.676666666666666,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.2087624807925385,19.362392690606843,2.6766416683700016
504,5031,1.0,69.0,75.0,54.84,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.05551153850620326,59.55064929767549,2.189013937178095
505,5038,2.0,45.0,75.0,33.375,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.10114021752989696,35.55228682813135,2.3810591598503894
509,5067,3.0,59.0,74.0,19.406666666666666,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.1746595159409566,20.78515546086162,2.4039436921448756
510,5072,3.0,64.0,75.0,29.599999999999998,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.17687670989506965,31.029153894330555,3.6342880513665206
513,5108,5.0,57.0,75.0,23.586000000000002,1,1,0,6,Cliente de valor geral,"Este grupo de clientes tem comprado com alta frequência, mas seu consumo tem sido baixo.","Introduza novos produtos, serviços e funcionalidades para incentivar um aumento no volume de compras e engajamento desses clientes.",0.2753217956199957,24.423891223019282,4.452810488680218
514,5130,2.0,39.0,75.0,10.49,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.09295113144814221,12.496239808960443,0.7691530970905186
515,5135,4.0,58.0,75.0,51.3225,1,1,1,7,Cliente de alto valor,"Este grupo de clientes tem comprado recentemente com alta frequência e alto volume de consumo, sendo os principais consumidores.","Eleve esses clientes ao status de VIP, oferecendo serviços personalizados e alocando mais recursos para atendê-los.",0.2252947360610562,52.47391205676662,7.828404346402773
516,5137,2.0,62.0,75.0,108.805,0,1,1,3,Cliente de desenvolvimento estratégico,"Este grupo de clientes tem feito compras com baixa frequência, mas com alto valor unitário por compra. Podem ser novos atacadistas ou compradores corporativos.",Ofereça serviços de pontos para membros e ofereça descontos para aumentar a fidelização e retenção desses clientes.,0.11616838669500432,111.5460655764845,8.580665579649402
518,5156,1.0,8.0,75.0,11.97,0,0,0,0,Cliente perdido,"Este grupo de clientes não tem feito compras, apresenta baixa frequência de compras e baixo volume de consumo, sendo considerado perdido.","Utilize promoções e descontos para tentar reconquistar esses clientes. Quando os recursos são limitados, pode ser necessário priorizar outros segmentos e deixar esses clientes de lado por enquanto.",0.01809073284445972,16.034985751744436,0.19208944430411695
520,5192,10.0,33.0,75.0,50.587,1,0,1,5,Cliente em fase de proteção,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas e elevado volume de consumo.","Envie atualizações sobre novos produtos, serviços e funcionalidades por meio de SMS e e-mails para incentivar o retorno e aumentar o consumo.",0.017239510237504172,51.045445335576495,0.5827210173522599
522,5206,3.0,9.0,75.0,41.38333333333333,1,0,1,5,Cliente em fase de proteção,"Este grupo de clientes não tem feito compras recentemente, mas apresenta alta frequência de compras passadas e elevado volume de consumo.","Envie atualizações sobre novos produtos, serviços e funcionalidades por meio de SMS e e-mails para incentivar o retorno e aumentar o consumo.",0.010652712218029457,42.871055288154196,0.3024148618784179
